iter	MultiClass
143	0.2691232945
144	0.268506299
145	0.2680600097
146	0.2674504942
147	0.2667064963
148	0.2661206101
149	0.2656583727
150	0.2651154875
151	0.2644490775
152	0.263848007
153	0.263437572
154	0.2629576183
155	0.262403705
156	0.2618976154
157	0.2614622581
158	0.2609442688
159	0.2604056057
160	0.2595185269
161	0.2591779373
162	0.2586280846
163	0.2579123983
164	0.2573796789
165	0.2568905035
166	0.2562983026
167	0.2558418836
168	0.2552811155
169	0.2547994625
170	0.254262543
171	0.2537991992
172	0.2532567336
173	0.2526834783
174	0.2521794201
175	0.251598058
176	0.2510508766
177	0.2505585927
178	0.2500281315
179	0.2494461067
180	0.2488792125
181	0.2483281398
182	0.2477100685
183	0.2472692137
184	0.2468148287
185	0.2462638103
186	0.2455499574
187	0.2450898691
188	0.244456987
189	0.2439016038
190	0.2434486175
191	0.2429362774
192	0.2423785319
193	0.2420039742
194	0.2413855569
195	0.2408443973
196	0.240298903
197	0.2398022052
198	0.2393065092
199	0.2387628361
200	0.2383282728
201	0.2377915332
202	0.237438288
203	0.2369004536
204	0.2365156543
205	0.2359752448
206	0.2354205868
207	0.2349498516
208	0.2345203522
209	0.2340342236
210	0.233400121
211	0.2328835507
212	0.2324231017
213	0.23199102
214	0.2315570177
215	0.2311140931
216	0.2306047119
217	0.2301800145
218	0.2297212318
219	0.229343529
220	0.2288720257
221	0.2283314468
222	0.2278933188
223	0.2274387663
224	0.2270136662
225	0.2266328839
226	0.226060501
227	0.2256993758
228	0.225227679
229	0.2247095427
230	0.2241917926
231	0.2238095253
232	0.2233120375
233	0.2228130204
234	0.2222422798
235	0.2217465278
236	0.22135736
237	0.2209459237
238	0.2206072479
239	0.2202168027
240	0.2197691034
241	0.2194000826
242	0.2190079738
243	0.2186069259
244	0.2182355048
245	0.2179356524
246	0.2176411747
247	0.2171693097
248	0.2166773192
249	0.2163109524
250	0.2159627909
251	0.2156467646
252	0.2153423787
253	0.2150255824
254	0.2146967832
255	0.2143668571
256	0.2140512207
257	0.2137443297
258	0.213431368
259	0.2131709958
260	0.2129183922
261	0.2125965862
262	0.2121858702
263	0.211901404
264	0.2114953008
265	0.2112066959
266	0.2109150178
267	0.210352456
268	0.2099867471
269	0.2096582957
270	0.2093319355
271	0.2089839731
272	0.2086470092
273	0.2080506341
274	0.207785506
275	0.2075229737
276	0.2070871177
277	0.20684202
278	0.2065722279
279	0.2062969226
280	0.2059363346
281	0.2053927065
282	0.2050985092
283	0.2048469224
284	0.2046600402
285	0.2044453488
286	0.2041871564
287	0.2039338785
288	0.2035625341
289	0.2032604555
290	0.2029237294
291	0.2026468442
292	0.2022061659
293	0.201993117
294	0.2017274916
295	0.2014108585
296	0.2011613421
297	0.2009414245
298	0.20047747
299	0.2002349385
300	0.1999973941
301	0.1997372135
302	0.1994587961
303	0.1992420259
304	0.1988741548
305	0.1986305208
306	0.1984048499
307	0.1981773217
308	0.1979492881
309	0.1977015741
310	0.1973830998
311	0.1971280174
312	0.1969119229
313	0.1966024275
314	0.1963736586
315	0.1960866833
316	0.1958527031
317	0.195547638
318	0.1952028679
319	0.1949928672
320	0.1946807851
321	0.1944457406
322	0.1942224258
323	0.1939723105
324	0.1937845227
325	0.1934843938
326	0.1930567671
327	0.1928688713
328	0.192670021
329	0.1924154146
330	0.1922462934
331	0.1918059802
332	0.1916314171
333	0.1914322355
334	0.1912198566
335	0.1909652995
336	0.1906715467
337	0.1904551338
338	0.1902969376
339	0.190071848
340	0.1898686545
341	0.1896988048
342	0.1893613274
343	0.1891795586
344	0.1889370089
345	0.188717894
346	0.1885494711
347	0.1883053526
348	0.1880828408
349	0.1879125891
350	0.1877305435
351	0.1875269696
352	0.1873001565
353	0.1870767095
354	0.1868922427
355	0.1867318573
356	0.186472719
357	0.1862861342
358	0.1861032732
359	0.1858951065
360	0.1857038791
361	0.18554309
362	0.1853453092
363	0.1851572632
364	0.1849656319
365	0.1847807149
366	0.1845689002
367	0.184258981
368	0.1840945112
369	0.183885209
370	0.183691673
371	0.1835379077
372	0.1833553841
373	0.1831315545
374	0.1829797899
375	0.1827178537
376	0.1825745254
377	0.1824065611
378	0.1822179288
379	0.1820140603
380	0.1818461344
381	0.181651557
382	0.1814639267
383	0.1812846532
384	0.1810820642
385	0.1809704091
386	0.1807617045
387	0.1805573099
388	0.1802897371
389	0.1801059683
390	0.1799298344
391	0.1796708396
392	0.1793744258
393	0.1790421728
394	0.1788419171
395	0.1786744996
396	0.1784758773
397	0.178281378
398	0.1781160861
399	0.1778150445
400	0.1776724836
401	0.17753343
402	0.1773791446
403	0.177243451
404	0.1770220174
405	0.1768639802
406	0.1766957269
407	0.176475136
408	0.1762948456
409	0.1759286569
410	0.1757074598
411	0.175511806
412	0.1753652575
413	0.1752270339
414	0.1749957206
415	0.1748498192
416	0.1747258833
417	0.1745853036
418	0.1744226547
419	0.1742718571
420	0.1740384444
421	0.1738928492
422	0.1736530671
423	0.1734077507
424	0.1732395347
425	0.1731041225
426	0.1729666906
427	0.1727853392
428	0.1726143001
429	0.1724642633
430	0.1723022245
431	0.1721524019
432	0.171938423
433	0.1717903681
434	0.171659511
435	0.1714400032
436	0.171085435
437	0.1709494327
438	0.1707975296
439	0.1706617259
440	0.1705341919
441	0.1703517015
442	0.1701229034
443	0.1699634991
444	0.1696902414
445	0.1693996086
446	0.1692538293
447	0.1691154232
448	0.1689761573
449	0.1688437684
450	0.1686915064
451	0.1685782577
452	0.1684528121
453	0.1681379325
454	0.1680004472
455	0.1678667069
456	0.1677145812
457	0.167538428
458	0.1674125552
459	0.1672531987
460	0.1671392719
461	0.1670167755
462	0.1667865943
463	0.1666554563
464	0.1665498019
465	0.1663860617
466	0.1661987937
467	0.166078612
468	0.1659362635
469	0.1658076182
470	0.16565484
471	0.165495158
472	0.165390384
473	0.1652567809
474	0.1651106598
475	0.1649946022
476	0.1648195421
477	0.1646075222
478	0.1643692814
479	0.1641867429
480	0.1640648163
481	0.1638935121
482	0.1637578917
483	0.1636189126
484	0.1634571496
485	0.1631275036
486	0.1630077849
487	0.1628829617
488	0.1627336985
489	0.1625151776
490	0.1624018282
491	0.1622584962
492	0.1621410815
493	0.1619336136
494	0.1617939203
495	0.1616660549
496	0.1615376876
497	0.1614138263
498	0.1612965836
499	0.1611513416
500	0.1609898068
501	0.1608779448
502	0.1607414398
503	0.1606299595
504	0.1605085988
505	0.1603626603
506	0.1601883646
507	0.1600666299
508	0.1598226947
509	0.1597051731
510	0.1595589398
511	0.1594357504
512	0.1593186626
513	0.1591899227
514	0.1590600897
515	0.1589085793
516	0.1586358292
517	0.1584910087
518	0.158371055
519	0.1582217849
520	0.1580834998
521	0.1579495655
522	0.1577550046
523	0.1576488307
524	0.1574933023
525	0.1574002321
526	0.1572940182
527	0.1571665848
528	0.1569920567
529	0.1569043678
530	0.1567464792
531	0.1566436103
532	0.1563700348
533	0.1562041883
534	0.1560676065
535	0.1559026495
536	0.1557651557
537	0.1556657565
538	0.1554871707
539	0.155386521
540	0.155247065
541	0.1549674687
542	0.1548206241
543	0.1546424969
544	0.1545301731
545	0.1543809529
546	0.1542888284
547	0.1541850196
548	0.1540707992
549	0.1537896242
550	0.153646211
551	0.1535272479
552	0.1534011732
553	0.1532927425
554	0.1531556315
555	0.1530084447
556	0.1528963369
557	0.1526858248
558	0.1525607022
559	0.1523137589
560	0.1522042392
561	0.1520473482
562	0.1518218762
563	0.1517087921
564	0.1516026743
565	0.1514162954
566	0.1512995696
567	0.1510677547
568	0.150924583
569	0.1508085402
570	0.1507226902
571	0.1505653042
572	0.1504406428
573	0.1503338677
574	0.1501808737
575	0.1500478688
576	0.1499309752
577	0.1498073699
578	0.1497163355
579	0.1496204599
580	0.1494921764
581	0.1493065457
582	0.1491384925
583	0.1490136432
584	0.1488840666
585	0.1487784146
586	0.1486771645
587	0.1485710155
588	0.1484463235
589	0.1483293719
590	0.1481391659
591	0.1480550843
592	0.1479536777
593	0.1478685616
594	0.1476784371
595	0.1475857046
596	0.1474410878
597	0.1472825518
598	0.1471627625
599	0.1470617527
600	0.1469552526
601	0.1468225746
602	0.1467239708
603	0.1465899911
604	0.1465065709
605	0.1464219939
606	0.1463242962
607	0.1462350278
608	0.1461345289
609	0.1460418851
610	0.1459407287
611	0.1458615216
612	0.1457768071
613	0.1456622033
614	0.1455546022
615	0.145452863
616	0.1453632645
617	0.1452807738
618	0.1451956339
619	0.1451024671
620	0.1449424284
621	0.1448400196
622	0.1447442739
623	0.1446362922
624	0.1445361732
625	0.1443978
626	0.1443034004
627	0.1441950099
628	0.1440946575
629	0.1438391383
630	0.1437433085
631	0.1435813238
632	0.1434968188
633	0.1434091386
634	0.1432984091
635	0.1432176895
636	0.1431151519
637	0.1429674918
638	0.1428709569
639	0.142771111
640	0.1426712266
641	0.1425804413
642	0.1424949233
643	0.1423871602
644	0.142279387
645	0.1421482797
646	0.1420653975
647	0.1419412013
648	0.141795173
649	0.1417183033
650	0.1416396751
651	0.1415473916
652	0.1414511456
653	0.1412580339
654	0.1411495236
655	0.1410268159
656	0.140857469
657	0.1407719348
658	0.1406813168
659	0.1405956014
660	0.1405124954
661	0.1404261428
662	0.1403377862
663	0.1401832834
664	0.1401044314
665	0.1400096765
666	0.1399271431
667	0.1398447658
668	0.1397555382
669	0.1396688086
670	0.1396036284
671	0.1395164554
672	0.1394397876
673	0.1393451704
674	0.1392770525
675	0.1391940583
676	0.1390850934
677	0.1390008456
678	0.1389222292
679	0.1388308273
680	0.1387464691
681	0.1386593218
682	0.1384540825
683	0.1383699843
684	0.1382650489
685	0.1381836858
686	0.1380900151
687	0.1379769751
688	0.1378998543
689	0.1378071851
690	0.1376767831
691	0.1375876284
692	0.1374969622
693	0.1374171888
694	0.137311598
695	0.1372307683
696	0.1371336235
697	0.1370552851
698	0.1369742005
699	0.1368770773
700	0.1367634083
701	0.136680093
702	0.1366015561
703	0.1365176263
704	0.1364420406
705	0.136373447
706	0.1362598613
707	0.1361887409
708	0.1361195673
709	0.1360300889
710	0.1359518688
711	0.135846065
712	0.1357906163
713	0.1357083611
714	0.1356298457
715	0.1355577737
716	0.1354846616
717	0.1354002024
718	0.1353194908
719	0.1352536896
720	0.1351785769
721	0.135108558
722	0.135039834
723	0.1349321535
724	0.1348444218
725	0.1347675675
726	0.1346874621
727	0.1346269613
728	0.1345538588
729	0.1344529535
730	0.134377051
731	0.1342136336
732	0.1341369267
733	0.134058578
734	0.1339753107
735	0.1339061981
736	0.1338276439
737	0.1337653426
738	0.1336759525
739	0.1336011328
740	0.1335246034
741	0.1333621591
742	0.133288245
743	0.133224152
744	0.1331333325
745	0.1330599125
746	0.1329841873
747	0.1329214599
748	0.1328584867
749	0.1327873214
750	0.1326848994
751	0.1326233247
752	0.1325439913
753	0.1324742695
754	0.1324059412
755	0.1323370148
756	0.1322403407
757	0.1321744374
758	0.1321077459
759	0.1319760999
760	0.131913251
761	0.1318434088
762	0.1317829476
763	0.1317104305
764	0.1316532599
765	0.1316009829
766	0.1315326171
767	0.1314608232
768	0.131394559
769	0.1313198114
770	0.1312489254
771	0.1311829802
772	0.1311106538
773	0.1310409094
774	0.1309796195
775	0.1309103363
776	0.1308441926
777	0.1307815265
778	0.1307141044
779	0.1306560329
780	0.1305813036
781	0.1305223817
782	0.1304485081
783	0.1303915888
784	0.1303251663
785	0.1302686771
786	0.1302136175
787	0.1301591773
788	0.1300999464
789	0.1300278608
790	0.1299662721
791	0.1298916058
792	0.1298294751
793	0.1297656213
794	0.1297070268
795	0.1296531166
796	0.1295905875
797	0.1295413159
798	0.1294750158
799	0.1294167928
800	0.1293554602
801	0.1293008046
802	0.1292488248
803	0.1291902849
804	0.1291351383
805	0.1290600288
806	0.129009355
807	0.1289528855
808	0.1288016917
809	0.1287487545
810	0.1286841701
811	0.1285833282
812	0.1285313724
813	0.1284824688
814	0.128423093
815	0.1283743859
816	0.1283020405
817	0.1282492085
818	0.1282104183
819	0.1281407734
820	0.1280505095
821	0.1279171181
822	0.1278580385
823	0.1278083372
824	0.1277527988
825	0.1276866276
826	0.1276237876
827	0.1275621638
828	0.1274899927
829	0.1274201871
830	0.1273721087
831	0.1271979437
832	0.1271522583
833	0.1271009576
834	0.127048559
835	0.1269915272
836	0.1269416214
837	0.1268824121
838	0.1268273408
839	0.1267691264
840	0.1267215526
841	0.126675627
842	0.1266253707
843	0.1265778827
844	0.1265230602
845	0.1264621805
846	0.1264153149
847	0.1263658677
848	0.1263217689
849	0.1262785585
850	0.1262333941
851	0.1261674018
852	0.1261084226
853	0.1260615187
854	0.1260080654
855	0.1259565404
856	0.1259064793
857	0.1258582457
858	0.1257997916
859	0.1257530367
860	0.1257087794
861	0.1256549716
862	0.1255957517
863	0.1255396893
864	0.1254911857
865	0.1254383332
866	0.1253947859
867	0.1253472016
868	0.1253013257
869	0.1252337255
870	0.1251796048
871	0.1251211755
872	0.1250560855
873	0.1250122191
874	0.1249725833
875	0.1249245957
876	0.1248691939
877	0.1248176801
878	0.1247765558
879	0.1247427179
880	0.1246870978
881	0.124639119
882	0.1245951352
883	0.1245479071
884	0.1244942184
885	0.1244337752
886	0.1243855554
887	0.1243349466
888	0.1242924887
889	0.1242503483
890	0.1241997517
891	0.1241586989
892	0.1241227165
893	0.1240833957
894	0.1240427252
895	0.1239891183
896	0.1239403644
897	0.1239011775
898	0.1238556903
899	0.1238161028
900	0.1237741336
901	0.123711391
902	0.1236718071
903	0.1236240029
904	0.1235683807
905	0.123522094
906	0.1234477225
907	0.1234090097
908	0.1233506384
909	0.1233148799
910	0.1232649329
911	0.1232202365
912	0.1231830979
913	0.1231339284
914	0.1230907828
915	0.1230426241
916	0.1229770766
917	0.1229298437
918	0.1228859433
919	0.1228340059
920	0.1227912514
921	0.1227459378
922	0.1226881997
923	0.1226544066
924	0.1226194934
925	0.1225850453
926	0.1225449064
927	0.1225018779
928	0.1224606348
929	0.1224254226
930	0.122370105
931	0.1222115028
932	0.122152571
933	0.1221123923
934	0.1220790634
935	0.1220079182
936	0.1219554929
937	0.1219191457
938	0.1218894941
939	0.1218443977
940	0.1217995668
941	0.1217647405
942	0.1216667692
943	0.1216284875
944	0.1215631371
945	0.1215243991
946	0.1214858583
947	0.1214357
948	0.1213904642
949	0.1213272527
950	0.1212800811
951	0.1212238293
952	0.1211776839
953	0.1211374751
954	0.1211034421
955	0.1210603241
956	0.1210182395
957	0.120958845
958	0.1209198948
959	0.1208523477
960	0.1207329982
961	0.1206931093
962	0.120641754
963	0.1205136435
964	0.1204619227
965	0.1204250533
966	0.1203885006
967	0.1203540785
968	0.1203221318
969	0.1202802707
970	0.1202335169
971	0.1201690787
972	0.1201135412
973	0.1200342674
974	0.1199945064
975	0.1199424745
976	0.1199055204
977	0.1198626537
978	0.1198217407
979	0.1197830511
980	0.1196642186
981	0.1196061946
982	0.1195557262
983	0.1195143502
984	0.1194716964
985	0.1194174165
986	0.1193816172
987	0.1193397953
988	0.1193074651
989	0.1192715855
990	0.1192339127
991	0.1191929305
992	0.1191540147
993	0.1190586552
994	0.1190215926
995	0.118982289
996	0.1189351825
997	0.1188967685
998	0.1188583009
999	0.1188214008
